name,level,city,county,state,country,population,lat,long,url,aggregate,tz,cases,deaths,recovered,active,tested,hospitalized,discharged,growthfactor,date
"New York, United States",state,,,New York,United States,19453561,42.762,-75.809,https://health.data.ny.gov/api/views/xdss-u53e/rows.csv?accessType=DOWNLOAD,county,America/New_York,648,,,,5419,,,,3/14/2020
"North Carolina, United States",state,,,North Carolina,United States,10488084,35.2155,-79.891,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,county,America/New_York,23,,,,,,,,3/14/2020
"Ohio, United States",state,,,Ohio,United States,11689100,40.1925,-82.6695,https://coronavirus.ohio.gov/static/COVIDSummaryData.csv,county,America/New_York,26,,,,,,,,3/14/2020
"Oregon, United States",state,,,Oregon,United States,4217737,44.137,-120.537,https://www.oregon.gov/oha/PH/DISEASESCONDITIONS/DISEASESAZ/Pages/emerging-respiratory-infections.aspx,county,America/Los_Angeles,36,,,,,,,,3/14/2020
"Pennsylvania, United States",state,,,Pennsylvania,United States,12801989,40.9945,-77.607,https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx,county,America/New_York,47,,,,,,,,3/14/2020
"Vermont, United States",state,,,Vermont,United States,623989,43.8715,-72.469,https://services1.arcgis.com/BkFxaEFNwHqX3tAw/arcgis/rest/services/VT_Counties_Cases/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,5,,,,,,,,3/14/2020
"Wisconsin, United States",state,,,Wisconsin,United States,5822434,44.7865,-89.8265,https://www.dhs.wisconsin.gov/covid-19/county.htm,county,America/Chicago,27,,,,,,,,3/14/2020
"Wyoming, United States",state,,,Wyoming,United States,578759,43.0005,-107.554,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/,county,America/Denver,3,,,,,,,,3/14/2020
"Alabama, United States",state,,,Alabama,United States,4903185,32.598,-86.6805,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,America/Chicago,22,,,,,,,,3/15/2020
"Alaska, United States",state,,,Alaska,United States,731545,61.29,0.3075,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,Etc/GMT,1,,,,,,,,3/15/2020
"Arizona, United States",state,,,Arizona,United States,7278717,34.168,-111.9295,https://opendata.arcgis.com/datasets/5b34cf1637434c7bb6793580c40d1685_0.csv,county,America/Phoenix,13,,,,,,,,3/15/2020
"Arkansas, United States",state,,,Arkansas,United States,3017804,34.752,-92.13,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,county,America/Chicago,16,,,,,,,,3/15/2020
"California, United States",state,,,California,United States,39512223,37.2715,-119.274,https://docs.google.com/spreadsheets/d/1CwZA4RPNf_hUrwzNLyGGNHRlh1cwl8vDHwIoae51Hac/gviz/tq?tqx=out:csv&sheet=master,county,America/Los_Angeles,478,6,,,,,,,3/15/2020
"Colorado, United States",state,,,Colorado,United States,5758736,38.9975,-105.551,https://opendata.arcgis.com/datasets/fbae539746324ca69ff34f086286845b_0.csv,county,America/Denver,131,,,,758,,,,3/15/2020
"Connecticut, United States",state,,,Connecticut,United States,3565287,41.5175,-72.7575,https://maps.ct.gov/arcgis/rest/services/CT_DPH_COVID_19_PROD_Layers/FeatureServer/1/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,26,,,,,,,,3/15/2020
"Delaware, United States",state,,,Delaware,United States,973764,39.1425,-75.419,https://services1.arcgis.com/PlCPCPzGOwulHUHo/arcgis/rest/services/DEMA_COVID_County_Boundary_Time_VIEW/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&resultOffset=0&resultRecordCount=50&cacheHint=true,county,America/New_York,7,,,,,,,,3/15/2020
"Idaho, United States",state,,,Idaho,United States,1787065,45.495,-114.1435,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,county,America/Boise,5,,,,,,,,3/15/2020
"Illinois, United States",state,,,Illinois,United States,12671821,39.7415,-89.5035,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,county,America/Chicago,94,,,,,,,,3/15/2020
"Indiana, United States",state,,,Indiana,United States,6732219,39.7665,-86.4425,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,county,America/Indiana/Indianapolis,19,,,,,,,,3/15/2020
"Iowa, United States",state,,,Iowa,United States,3155070,41.9395,-93.388,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,county,America/Chicago,18,,,,,,,,3/15/2020
"Kentucky, United States",state,,,Kentucky,United States,4467673,37.8215,-85.7695,https://datawrapper.dwcdn.net/BbowM/23/,county,America/New_York,21,,,,,,,,3/15/2020
"Louisiana, United States",state,,,Louisiana,United States,4648794,30.975,-91.4295,https://services5.arcgis.com/O5K6bb5dZVZcTo5M/arcgis/rest/services/Cases_by_Parish_2/FeatureServer/0/query?f=json&where=PFIPS%20%3C%3E%2099999&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=Deaths%20desc%2CCases%20desc%2CParish%20asc&resultOffset=0&resultRecordCount=65&cacheHint=true,county,America/Chicago,103,,,,,,,,3/15/2020
"Maine, United States",state,,,Maine,United States,1344212,45.219,-69.032,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml,county,America/New_York,12,,,,,,,,3/15/2020
"Michigan, United States",state,,,Michigan,United States,9986857,44.979,-86.416,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,America/Detroit,53,,,,,,,,3/15/2020
"Minnesota, United States",state,,,Minnesota,United States,5639632,46.442,-93.396,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,35,,,,,,,,3/15/2020
"Mississippi, United States",state,,,Mississippi,United States,2976149,32.588,-89.871,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,America/Chicago,8,,,,,,,,3/15/2020
"Montana, United States",state,,,Montana,United States,1068778,46.6795,-110.0445,https://services.arcgis.com/qnjIrwR8z5Izc0ij/arcgis/rest/services/PUBLIC_VIEW_COVID19_CASES/FeatureServer/0/query?f=json&where=Total%20%3C%3E%200&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=NAMELABEL%20asc&resultOffset=0&resultRecordCount=56&cacheHint=true,county,America/Denver,6,,,,,,,,3/15/2020
"Nevada, United States",state,,,Nevada,United States,3080156,38.502,-117.023,https://covidtracking.com/api/states,state,America/Los_Angeles,26,,,,,,,,3/15/2020
"New Hampshire, United States",state,,,New Hampshire,United States,1359711,44.001,-71.5845,https://covidtracking.com/api/states,state,America/New_York,13,,,,,,,,3/15/2020
"New Mexico, United States",state,,,New Mexico,United States,2096829,34.166,-106.026,https://cv.nmhealth.org/cases-by-county/,county,America/Denver,17,,,,,,,,3/15/2020
"New York, United States",state,,,New York,United States,19453561,42.762,-75.809,https://health.data.ny.gov/api/views/xdss-u53e/rows.csv?accessType=DOWNLOAD,county,America/New_York,942,,,,7355,,,,3/15/2020
"North Carolina, United States",state,,,North Carolina,United States,10488084,35.2155,-79.891,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,county,America/New_York,32,,,,,,,,3/15/2020
"Ohio, United States",state,,,Ohio,United States,11689100,40.1925,-82.6695,https://coronavirus.ohio.gov/static/COVIDSummaryData.csv,county,America/New_York,37,,,,,,,,3/15/2020
"Oregon, United States",state,,,Oregon,United States,4217737,44.137,-120.537,https://www.oregon.gov/oha/PH/DISEASESCONDITIONS/DISEASESAZ/Pages/emerging-respiratory-infections.aspx,county,America/Los_Angeles,39,,,,,,,,3/15/2020
"Pennsylvania, United States",state,,,Pennsylvania,United States,12801989,40.9945,-77.607,https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx,county,America/New_York,63,,,,,,,,3/15/2020
"Vermont, United States",state,,,Vermont,United States,623989,43.8715,-72.469,https://services1.arcgis.com/BkFxaEFNwHqX3tAw/arcgis/rest/services/VT_Counties_Cases/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,8,,,,,,,,3/15/2020
"Wisconsin, United States",state,,,Wisconsin,United States,5822434,44.7865,-89.8265,https://www.dhs.wisconsin.gov/covid-19/county.htm,county,America/Chicago,33,,,,,,,,3/15/2020
"Wyoming, United States",state,,,Wyoming,United States,578759,43.0005,-107.554,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/,county,America/Denver,3,,,,,,,,3/15/2020
"Alabama, United States",state,,,Alabama,United States,4903185,32.598,-86.6805,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,America/Chicago,29,,,,,,,,3/16/2020
"Alaska, United States",state,,,Alaska,United States,731545,61.29,0.3075,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,Etc/GMT,3,,,,,,,,3/16/2020
"Arizona, United States",state,,,Arizona,United States,7278717,34.168,-111.9295,https://opendata.arcgis.com/datasets/5b34cf1637434c7bb6793580c40d1685_0.csv,county,America/Phoenix,18,,,,,,,,3/16/2020
"Arkansas, United States",state,,,Arkansas,United States,3017804,34.752,-92.13,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,county,America/Chicago,22,,,,,,,,3/16/2020
"California, United States",state,,,California,United States,39512223,37.2715,-119.274,https://docs.google.com/spreadsheets/d/1CwZA4RPNf_hUrwzNLyGGNHRlh1cwl8vDHwIoae51Hac/gviz/tq?tqx=out:csv&sheet=master,county,America/Los_Angeles,588,11,,,,,,,3/16/2020
"Colorado, United States",state,,,Colorado,United States,5758736,38.9975,-105.551,https://opendata.arcgis.com/datasets/fbae539746324ca69ff34f086286845b_0.csv,county,America/Denver,160,,,,1216,,,,3/16/2020
"Connecticut, United States",state,,,Connecticut,United States,3565287,41.5175,-72.7575,https://maps.ct.gov/arcgis/rest/services/CT_DPH_COVID_19_PROD_Layers/FeatureServer/1/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,41,,,,,,,,3/16/2020
"Delaware, United States",state,,,Delaware,United States,973764,39.1425,-75.419,https://services1.arcgis.com/PlCPCPzGOwulHUHo/arcgis/rest/services/DEMA_COVID_County_Boundary_Time_VIEW/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&resultOffset=0&resultRecordCount=50&cacheHint=true,county,America/New_York,8,,,,,,,,3/16/2020
"Idaho, United States",state,,,Idaho,United States,1787065,45.495,-114.1435,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,county,America/Boise,5,,,,,,,,3/16/2020
"Illinois, United States",state,,,Illinois,United States,12671821,39.7415,-89.5035,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,county,America/Chicago,104,,,,,,,,3/16/2020
"Indiana, United States",state,,,Indiana,United States,6732219,39.7665,-86.4425,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,county,America/Indiana/Indianapolis,24,1,,,,,,,3/16/2020
"Iowa, United States",state,,,Iowa,United States,3155070,41.9395,-93.388,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,county,America/Chicago,22,,,,,,,,3/16/2020
"Kentucky, United States",state,,,Kentucky,United States,4467673,37.8215,-85.7695,https://datawrapper.dwcdn.net/BbowM/23/,county,America/New_York,22,1,,,,,,,3/16/2020
"Louisiana, United States",state,,,Louisiana,United States,4648794,30.975,-91.4295,https://services5.arcgis.com/O5K6bb5dZVZcTo5M/arcgis/rest/services/Cases_by_Parish_2/FeatureServer/0/query?f=json&where=PFIPS%20%3C%3E%2099999&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=Deaths%20desc%2CCases%20desc%2CParish%20asc&resultOffset=0&resultRecordCount=65&cacheHint=true,county,America/Chicago,136,,,,,,,,3/16/2020
"Maine, United States",state,,,Maine,United States,1344212,45.219,-69.032,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml,county,America/New_York,16,,,,,,,,3/16/2020
"Michigan, United States",state,,,Michigan,United States,9986857,44.979,-86.416,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,America/Detroit,54,,,,,,,,3/16/2020
"Minnesota, United States",state,,,Minnesota,United States,5639632,46.442,-93.396,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,54,,,,,,,,3/16/2020
"Mississippi, United States",state,,,Mississippi,United States,2976149,32.588,-89.871,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,America/Chicago,12,,,,,,,,3/16/2020
"Montana, United States",state,,,Montana,United States,1068778,46.6795,-110.0445,https://services.arcgis.com/qnjIrwR8z5Izc0ij/arcgis/rest/services/PUBLIC_VIEW_COVID19_CASES/FeatureServer/0/query?f=json&where=Total%20%3C%3E%200&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=NAMELABEL%20asc&resultOffset=0&resultRecordCount=56&cacheHint=true,county,America/Denver,8,,,,,,,,3/16/2020
"Nevada, United States",state,,,Nevada,United States,3080156,38.502,-117.023,https://covidtracking.com/api/states,state,America/Los_Angeles,45,1,,,,,,,3/16/2020
"New Hampshire, United States",state,,,New Hampshire,United States,1359711,44.001,-71.5845,https://covidtracking.com/api/states,state,America/New_York,17,,,,,,,,3/16/2020
"New Mexico, United States",state,,,New Mexico,United States,2096829,34.166,-106.026,https://cv.nmhealth.org/cases-by-county/,county,America/Denver,21,,,,,,,,3/16/2020
"New York, United States",state,,,New York,United States,19453561,42.762,-75.809,https://health.data.ny.gov/api/views/xdss-u53e/rows.csv?accessType=DOWNLOAD,county,America/New_York,1374,,,,10262,,,,3/16/2020
"North Carolina, United States",state,,,North Carolina,United States,10488084,35.2155,-79.891,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,county,America/New_York,33,,,,,,,,3/16/2020
"Ohio, United States",state,,,Ohio,United States,11689100,40.1925,-82.6695,https://coronavirus.ohio.gov/static/COVIDSummaryData.csv,county,America/New_York,50,,,,,,,,3/16/2020
"Oregon, United States",state,,,Oregon,United States,4217737,44.137,-120.537,https://www.oregon.gov/oha/PH/DISEASESCONDITIONS/DISEASESAZ/Pages/emerging-respiratory-infections.aspx,county,America/Los_Angeles,47,,,,,,,,3/16/2020
"Vermont, United States",state,,,Vermont,United States,623989,43.8715,-72.469,https://services1.arcgis.com/BkFxaEFNwHqX3tAw/arcgis/rest/services/VT_Counties_Cases/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,12,,,,,,,,3/16/2020
"Wisconsin, United States",state,,,Wisconsin,United States,5822434,44.7865,-89.8265,https://www.dhs.wisconsin.gov/covid-19/county.htm,county,America/Chicago,47,,,,551,,,,3/16/2020
"Wyoming, United States",state,,,Wyoming,United States,578759,43.0005,-107.554,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/,county,America/Denver,10,,,,,,,,3/16/2020
"Alabama, United States",state,,,Alabama,United States,4903185,32.598,-86.6805,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,America/Chicago,39,,,,,,,,3/17/2020
"Alaska, United States",state,,,Alaska,United States,731545,61.29,0.3075,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,Etc/GMT,6,,,,,,,,3/17/2020
"Arizona, United States",state,,,Arizona,United States,7278717,34.168,-111.9295,https://opendata.arcgis.com/datasets/5b34cf1637434c7bb6793580c40d1685_0.csv,county,America/Phoenix,20,,,,,,,,3/17/2020
"Arkansas, United States",state,,,Arkansas,United States,3017804,34.752,-92.13,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,county,America/Chicago,22,,,,,,,,3/17/2020
"California, United States",state,,,California,United States,39512223,37.2715,-119.274,https://docs.google.com/spreadsheets/d/1CwZA4RPNf_hUrwzNLyGGNHRlh1cwl8vDHwIoae51Hac/gviz/tq?tqx=out:csv&sheet=master,county,America/Los_Angeles,732,14,,,,,,,3/17/2020
"Colorado, United States",state,,,Colorado,United States,5758736,38.9975,-105.551,https://opendata.arcgis.com/datasets/fbae539746324ca69ff34f086286845b_0.csv,county,America/Denver,160,,,,1216,,,,3/17/2020
"Connecticut, United States",state,,,Connecticut,United States,3565287,41.5175,-72.7575,https://maps.ct.gov/arcgis/rest/services/CT_DPH_COVID_19_PROD_Layers/FeatureServer/1/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,68,,,,,,,,3/17/2020
"Delaware, United States",state,,,Delaware,United States,973764,39.1425,-75.419,https://services1.arcgis.com/PlCPCPzGOwulHUHo/arcgis/rest/services/DEMA_COVID_County_Boundary_Time_VIEW/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&resultOffset=0&resultRecordCount=50&cacheHint=true,county,America/New_York,16,,,,,,,,3/17/2020
"Idaho, United States",state,,,Idaho,United States,1787065,45.495,-114.1435,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,county,America/Boise,9,,,,,,,,3/17/2020
"Illinois, United States",state,,,Illinois,United States,12671821,39.7415,-89.5035,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,county,America/Chicago,105,,,,,,,,3/17/2020
"Indiana, United States",state,,,Indiana,United States,6732219,39.7665,-86.4425,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,county,America/Indiana/Indianapolis,30,2,,,,,,,3/17/2020
"Iowa, United States",state,,,Iowa,United States,3155070,41.9395,-93.388,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,county,America/Chicago,29,,,,,,,,3/17/2020
"Kentucky, United States",state,,,Kentucky,United States,4467673,37.8215,-85.7695,https://datawrapper.dwcdn.net/BbowM/23/,county,America/New_York,26,1,,,,,,,3/17/2020
"Louisiana, United States",state,,,Louisiana,United States,4648794,30.975,-91.4295,https://services5.arcgis.com/O5K6bb5dZVZcTo5M/arcgis/rest/services/Cases_by_Parish_2/FeatureServer/0/query?f=json&where=PFIPS%20%3C%3E%2099999&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=Deaths%20desc%2CCases%20desc%2CParish%20asc&resultOffset=0&resultRecordCount=65&cacheHint=true,county,America/Chicago,196,4,,,,,,,3/17/2020
"Maine, United States",state,,,Maine,United States,1344212,45.219,-69.032,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml,county,America/New_York,29,,,,,,,,3/17/2020
"Michigan, United States",state,,,Michigan,United States,9986857,44.979,-86.416,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,America/Detroit,65,,,,,,,,3/17/2020
"Minnesota, United States",state,,,Minnesota,United States,5639632,46.442,-93.396,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,60,,,,,,,,3/17/2020
"Mississippi, United States",state,,,Mississippi,United States,2976149,32.588,-89.871,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,America/Chicago,21,,,,,,,,3/17/2020
"Montana, United States",state,,,Montana,United States,1068778,46.6795,-110.0445,https://services.arcgis.com/qnjIrwR8z5Izc0ij/arcgis/rest/services/PUBLIC_VIEW_COVID19_CASES/FeatureServer/0/query?f=json&where=Total%20%3C%3E%200&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=NAMELABEL%20asc&resultOffset=0&resultRecordCount=56&cacheHint=true,county,America/Denver,8,,,,,,,,3/17/2020
"Nevada, United States",state,,,Nevada,United States,3080156,38.502,-117.023,https://covidtracking.com/api/states,state,America/Los_Angeles,55,1,,,,,,,3/17/2020
"New Hampshire, United States",state,,,New Hampshire,United States,1359711,44.001,-71.5845,https://covidtracking.com/api/states,state,America/New_York,26,,,,,,,,3/17/2020
"New Mexico, United States",state,,,New Mexico,United States,2096829,34.166,-106.026,https://cv.nmhealth.org/cases-by-county/,county,America/Denver,23,,,,,,,,3/17/2020
"New York, United States",state,,,New York,United States,19453561,42.762,-75.809,https://health.data.ny.gov/api/views/xdss-u53e/rows.csv?accessType=DOWNLOAD,county,America/New_York,2383,,,,14815,,,,3/17/2020
"North Carolina, United States",state,,,North Carolina,United States,10488084,35.2155,-79.891,https://opendata.arcgis.com/datasets/969678bce431494a8f64d7faade6e5b8_0.csv,county,America/New_York,40,,,,,,,,3/17/2020
"Ohio, United States",state,,,Ohio,United States,11689100,40.1925,-82.6695,https://coronavirus.ohio.gov/static/COVIDSummaryData.csv,county,America/New_York,67,,,,,,,,3/17/2020
"Oregon, United States",state,,,Oregon,United States,4217737,44.137,-120.537,https://www.oregon.gov/oha/PH/DISEASESCONDITIONS/DISEASESAZ/Pages/emerging-respiratory-infections.aspx,county,America/Los_Angeles,65,,,,,,,,3/17/2020
"Pennsylvania, United States",state,,,Pennsylvania,United States,12801989,40.9945,-77.607,https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx,county,America/New_York,96,,,,,,,,3/17/2020
"Vermont, United States",state,,,Vermont,United States,623989,43.8715,-72.469,https://services1.arcgis.com/BkFxaEFNwHqX3tAw/arcgis/rest/services/VT_Counties_Cases/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,14,,,,,,,,3/17/2020
"Wisconsin, United States",state,,,Wisconsin,United States,5822434,44.7865,-89.8265,https://www.dhs.wisconsin.gov/covid-19/county.htm,county,America/Chicago,72,,,,1110,,,,3/17/2020
"Wyoming, United States",state,,,Wyoming,United States,578759,43.0005,-107.554,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/,county,America/Denver,15,,,,,,,,3/17/2020
"Alabama, United States",state,,,Alabama,United States,4903185,32.598,-86.6805,https://opendata.arcgis.com/datasets/ff8de7707f6a422a8af6b155facc6327_0.csv,county,America/Chicago,51,,,,,,,,3/18/2020
"Alaska, United States",state,,,Alaska,United States,731545,61.29,0.3075,http://dhss.alaska.gov/dph/Epi/id/Pages/COVID-19/monitoring.aspx,county,Etc/GMT,9,,,,,,,,3/18/2020
"Arizona, United States",state,,,Arizona,United States,7278717,34.168,-111.9295,https://opendata.arcgis.com/datasets/5b34cf1637434c7bb6793580c40d1685_0.csv,county,America/Phoenix,28,,,,,,,,3/18/2020
"Arkansas, United States",state,,,Arkansas,United States,3017804,34.752,-92.13,https://services.arcgis.com/PwY9ZuZRDiI5nXUB/ArcGIS/rest/services/ADH_COVID19_Positive_Test_Results/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*,county,America/Chicago,33,,,,,,,,3/18/2020
"California, United States",state,,,California,United States,39512223,37.2715,-119.274,https://docs.google.com/spreadsheets/d/1CwZA4RPNf_hUrwzNLyGGNHRlh1cwl8vDHwIoae51Hac/gviz/tq?tqx=out:csv&sheet=master,county,America/Los_Angeles,893,17,,,,,,,3/18/2020
"Colorado, United States",state,,,Colorado,United States,5758736,38.9975,-105.551,https://opendata.arcgis.com/datasets/fbae539746324ca69ff34f086286845b_0.csv,county,America/Denver,213,,,,,,,,3/18/2020
"Connecticut, United States",state,,,Connecticut,United States,3565287,41.5175,-72.7575,https://maps.ct.gov/arcgis/rest/services/CT_DPH_COVID_19_PROD_Layers/FeatureServer/1/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/New_York,96,2,,,,,,,3/18/2020
"Delaware, United States",state,,,Delaware,United States,973764,39.1425,-75.419,https://services1.arcgis.com/PlCPCPzGOwulHUHo/arcgis/rest/services/DEMA_COVID_County_Boundary_Time_VIEW/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&resultOffset=0&resultRecordCount=50&cacheHint=true,county,America/New_York,26,,,,,,,,3/18/2020
"Idaho, United States",state,,,Idaho,United States,1787065,45.495,-114.1435,https://services1.arcgis.com/CNPdEkvnGl65jCX8/arcgis/rest/services/iyptX/FeatureServer/0/query?f=json&where=1=1&returnGeometry=false&outFields=*,county,America/Boise,11,,,,,,,,3/18/2020
"Illinois, United States",state,,,Illinois,United States,12671821,39.7415,-89.5035,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,county,America/Chicago,288,1,,,,,,,3/18/2020
"Indiana, United States",state,,,Indiana,United States,6732219,39.7665,-86.4425,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,county,America/Indiana/Indianapolis,39,2,,,,,,,3/18/2020
"Iowa, United States",state,,,Iowa,United States,3155070,41.9395,-93.388,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,county,America/Chicago,38,,,,,,,,3/18/2020
"Kentucky, United States",state,,,Kentucky,United States,4467673,37.8215,-85.7695,https://datawrapper.dwcdn.net/BbowM/23/,county,America/New_York,35,1,,,,,,,3/18/2020
"Louisiana, United States",state,,,Louisiana,United States,4648794,30.975,-91.4295,https://services5.arcgis.com/O5K6bb5dZVZcTo5M/arcgis/rest/services/Cases_by_Parish_2/FeatureServer/0/query?f=json&where=PFIPS%20%3C%3E%2099999&returnGeometry=false&spatialRel=esriSpatialRelIntersects&outFields=*&orderByFields=Deaths%20desc%2CCases%20desc%2CParish%20asc&resultOffset=0&resultRecordCount=65&cacheHint=true,county,America/Chicago,280,7,,,,,,,3/18/2020
"Maine, United States",state,,,Maine,United States,1344212,45.219,-69.032,https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml,county,America/New_York,40,,,,,,,,3/18/2020
"Michigan, United States",state,,,Michigan,United States,9986857,44.979,-86.416,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-520743--,00.html",county,America/Detroit,80,1,,,,,,,3/18/2020
"Minnesota, United States",state,,,Minnesota,United States,5639632,46.442,-93.396,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,77,,,,,,,,3/18/2020
"Mississippi, United States",state,,,Mississippi,United States,2976149,32.588,-89.871,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html",county,America/Chicago,34,,,,,,,,3/18/2020
